Study,Sourcelink,Webplotdigitizer,SAVE_lab,year,Country,Assay Type,Cell-type,Sera details long,Number of sera,N(female),Comparator antigen,OmicronVariant,Titre drop,Uncertainty,numerical Titre drop,TitersHAg,TitersOmicron,Log2HAg,Log2Omi,Titre drop Alpha,TitersAlpha,Titre drop Beta,TitersBeta,Titre drop Gamma,TitersGamma,Titre drop Delta,TitersDelta,Sera_details_no_time,time,Standardised_sera_names,standardise_encounters,vacc_type_het,vacc_type,vaccine_manufacturer,standardised_assay,standardised_pseudo,standardised_cell
Wang2,https://www.sciencedirect.com/science/article/pii/S1931312822002438,n,n,2022.05.03,China,Pseudovirus,Vero,2*Coronovac + Delta Inf,10,7,WT,BA.2,79.09,,79.09,1740,22,,,,,,,,,,,2*Coronovac + Delta Inf,,2*Coronovac + Delta Inf,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Pseudovirus,Vero
Wang2,https://www.sciencedirect.com/science/article/pii/S1931312822002438,n,n,2022.05.03,China,Pseudovirus,Vero,2*Coronovac + Delta Inf,10,7,WT,BA.3,62.14,,62.14,1740,28,,,,,,,,,,,2*Coronovac + Delta Inf,,2*Coronovac + Delta Inf,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Pseudovirus,Vero
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Delta-wave ICU Sera,12,,D614G,BA.1,16.08,,16.08,1897,118,,,,,,,,,0.2,8227,Unvaccinated Delta-wave ICU Sera,,Delta ICU,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Delta-wave ICU Sera,12,,D614G,BA.2,17.56,,17.56,1897,108,,,,,,,,,0.2,8227,Unvaccinated Delta-wave ICU Sera,,Delta ICU,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Delta-wave ICU Sera,12,,D614G,BA.4/5,4.83,,4.83,1897,393,,,,,,,,,0.2,8227,Unvaccinated Delta-wave ICU Sera,,Delta ICU,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Delta-wave ICU Sera,12,,D614G,BA.2.12.1,4.52,,4.52,1897,420,,,,,,,,,0.2,8227,Unvaccinated Delta-wave ICU Sera,,Delta ICU,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Delta-wave ICU Sera,12,,D614G,BA.2_L452Q,20.85,,20.85,1897,91,,,,,,,,,0.2,8227,Unvaccinated Delta-wave ICU Sera,,Delta ICU,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Delta-wave ICU Sera,12,,D614G,BA.2_S704L,20.85,,20.85,1897,91,,,,,,,,,0.2,8227,Unvaccinated Delta-wave ICU Sera,,Delta ICU,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Vaccinated Delta-wave ICU Sera,6,,D614G,BA.1,17.58,,17.58,12484,710,,,,,,,,,4.1,3059,Vaccinated Delta-wave ICU Sera,,Vacc + Delta ICU,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Vaccinated Delta-wave ICU Sera,6,,D614G,BA.2,16.82,,16.82,12484,742,,,,,,,,,4.1,3059,Vaccinated Delta-wave ICU Sera,,Vacc + Delta ICU,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Vaccinated Delta-wave ICU Sera,6,,D614G,BA.4/5,5.22,,5.22,12484,2391,,,,,,,,,4.1,3059,Vaccinated Delta-wave ICU Sera,,Vacc + Delta ICU,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Vaccinated Delta-wave ICU Sera,6,,D614G,BA.2.12.1,7.95,,7.95,12484,1570,,,,,,,,,4.1,3059,Vaccinated Delta-wave ICU Sera,,Vacc + Delta ICU,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Vaccinated Delta-wave ICU Sera,6,,D614G,BA.2_L452Q,7.67,,7.67,12484,1628,,,,,,,,,4.1,3059,Vaccinated Delta-wave ICU Sera,,Vacc + Delta ICU,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Vaccinated Delta-wave ICU Sera,6,,D614G,BA.2_S704L,6.13,,6.13,12484,2036,,,,,,,,,4.1,3059,Vaccinated Delta-wave ICU Sera,,Vacc + Delta ICU,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Omicron-wave Patient Sera,15,,D614G,BA.1,0.58,,0.58,174,299,,,,,,,,,1.6,110,Unvaccinated Omicron-wave Patient Sera,,Omicron conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Omicron-wave Patient Sera,15,,D614G,BA.2,0.75,,0.75,174,232,,,,,,,,,1.6,110,Unvaccinated Omicron-wave Patient Sera,,Omicron conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Omicron-wave Patient Sera,15,,D614G,BA.4/5,1.44,,1.44,174,121,,,,,,,,,1.6,110,Unvaccinated Omicron-wave Patient Sera,,Omicron conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Omicron-wave Patient Sera,15,,D614G,BA.2.12.1,0.71,,0.71,174,244,,,,,,,,,1.6,110,Unvaccinated Omicron-wave Patient Sera,,Omicron conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Omicron-wave Patient Sera,15,,D614G,BA.2_L452Q,0.79,,0.79,174,219,,,,,,,,,1.6,110,Unvaccinated Omicron-wave Patient Sera,,Omicron conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,Unvaccinated Omicron-wave Patient Sera,15,,D614G,BA.2_S704L,01.07,,01.07,174,163,,,,,,,,,1.6,110,Unvaccinated Omicron-wave Patient Sera,,Omicron conv,BA.1 conv,BA.1 conv,BA.1 conv,BA.1 conv,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,2*vaccinated Omicron-wave Patient Sera,8,,D614G,BA.1,0.65,,0.65,175,268,,,,,,,,,2.1,85,2*vaccinated Omicron-wave Patient Sera,,2*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,2*vaccinated Omicron-wave Patient Sera,8,,D614G,BA.2,0.65,,0.65,175,268,,,,,,,,,2.1,85,2*vaccinated Omicron-wave Patient Sera,,2*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,2*vaccinated Omicron-wave Patient Sera,8,,D614G,BA.4/5,0.9,,0.9,175,194,,,,,,,,,2.1,85,2*vaccinated Omicron-wave Patient Sera,,2*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,2*vaccinated Omicron-wave Patient Sera,8,,D614G,BA.2.12.1,0.9,,0.9,175,194,,,,,,,,,2.1,85,2*vaccinated Omicron-wave Patient Sera,,2*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,2*vaccinated Omicron-wave Patient Sera,8,,D614G,BA.2_L452Q,01.01,,01.01,175,173,,,,,,,,,2.1,85,2*vaccinated Omicron-wave Patient Sera,,2*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,2*vaccinated Omicron-wave Patient Sera,8,,D614G,BA.2_S704L,0.94,,0.94,175,186,,,,,,,,,2.1,85,2*vaccinated Omicron-wave Patient Sera,,2*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,3*vaccinated Omicron-wave Patient Sera,7,,D614G,BA.1,3.23,,3.23,2256,699,,,,,,,,,2.9,771,3*vaccinated Omicron-wave Patient Sera,,3*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,3*vaccinated Omicron-wave Patient Sera,7,,D614G,BA.2,3.63,,3.63,2256,621,,,,,,,,,2.9,771,3*vaccinated Omicron-wave Patient Sera,,3*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,3*vaccinated Omicron-wave Patient Sera,7,,D614G,BA.4/5,4.74,,4.74,2256,476,,,,,,,,,2.9,771,3*vaccinated Omicron-wave Patient Sera,,3*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,3*vaccinated Omicron-wave Patient Sera,7,,D614G,BA.2.12.1,4.41,,4.41,2256,512,,,,,,,,,2.9,771,3*vaccinated Omicron-wave Patient Sera,,3*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,3*vaccinated Omicron-wave Patient Sera,7,,D614G,BA.2_L452Q,3.72,,3.72,2256,606,,,,,,,,,2.9,771,3*vaccinated Omicron-wave Patient Sera,,3*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Liu2,https://www.biorxiv.org/content/10.1101/2022.05.16.492158v1.full.pdf,n,n,2022.05.17,USA,Lentiviral Pseudotype,HEK293T,3*vaccinated Omicron-wave Patient Sera,7,,D614G,BA.2_S704L,4.2,,4.2,2256,537,,,,,,,,,2.9,771,3*vaccinated Omicron-wave Patient Sera,,3*Vacc + Omicron,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Lentiviral,293T
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,3*Vacc,16,7,D614G,BA.1,5.12,,5.12,6657,1300,,,,,,,,,,,3*Vacc,,3*Vacc,3,mRNA,mRNA,mRNA,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,3*Vacc,16,7,D614G,BA.1.1,6.19,,6.19,6657,1075,,,,,,,,,,,3*Vacc,,3*Vacc,3,mRNA,mRNA,mRNA,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,3*Vacc,16,7,D614G,BA.2,4.56,,4.56,6657,1461,,,,,,,,,,,3*Vacc,,3*Vacc,3,mRNA,mRNA,mRNA,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,3*Vacc,16,7,D614G,BA.2.12.1,8.14,,8.14,6657,818,,,,,,,,,,,3*Vacc,,3*Vacc,3,mRNA,mRNA,mRNA,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,3*Vacc,16,7,D614G,BA.4/5,19.18,,19.18,6657,347,,,,,,,,,,,3*Vacc,,3*Vacc,3,mRNA,mRNA,mRNA,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Non-omicron Inf + Vacc,24,14,D614G,BA.1,6.14,,6.14,5185,845,,,,,,,,,,,Non-omicron Inf + Vacc,,Non-omicron Inf + Vacc,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Non-omicron Inf + Vacc,24,14,D614G,BA.1.1,7.61,,7.61,5185,681,,,,,,,,,,,Non-omicron Inf + Vacc,,Non-omicron Inf + Vacc,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Non-omicron Inf + Vacc,24,14,D614G,BA.2,5.52,,5.52,5185,939,,,,,,,,,,,Non-omicron Inf + Vacc,,Non-omicron Inf + Vacc,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Non-omicron Inf + Vacc,24,14,D614G,BA.2.12.1,6.55,,6.55,5185,791,,,,,,,,,,,Non-omicron Inf + Vacc,,Non-omicron Inf + Vacc,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Non-omicron Inf + Vacc,24,14,D614G,BA.4/5,8.7,,8.7,5185,596,,,,,,,,,,,Non-omicron Inf + Vacc,,Non-omicron Inf + Vacc,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.1,13,2,D614G,BA.1,3.95,,3.95,9500,2406,,,,,,,,,,,Vacc + BA.1,,Vacc + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.1,13,2,D614G,BA.1.1,3.47,,3.47,9500,2739,,,,,,,,,,,Vacc + BA.1,,Vacc + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.1,13,2,D614G,BA.2,4.63,,4.63,9500,2052,,,,,,,,,,,Vacc + BA.1,,Vacc + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.1,13,2,D614G,BA.2.12.1,6.62,,6.62,9500,1434,,,,,,,,,,,Vacc + BA.1,,Vacc + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.1,13,2,D614G,BA.4/5,20.08,,20.08,9500,473,,,,,,,,,,,Vacc + BA.1,,Vacc + BA.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.2,12,7,D614G,BA.1,3.12,,3.12,9527,3054,,,,,,,,,,,Vacc + BA.2,,Vacc + BA.2,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.2,12,7,D614G,BA.1.1,03.08,,03.08,9527,3095,,,,,,,,,,,Vacc + BA.2,,Vacc + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.2,12,7,D614G,BA.2,2.59,,2.59,9527,3679,,,,,,,,,,,Vacc + BA.2,,Vacc + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.2,12,7,D614G,BA.2.12.1,3.23,,3.23,9527,2945,,,,,,,,,,,Vacc + BA.2,,Vacc + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Vero-E6
Ho/Liu,https://www.biorxiv.org/content/10.1101/2022.05.26.493517v1.full.pdf,n,y,2022.05.26,USA,VSV pseudotype,VeroE6,Vacc + BA.2,12,7,D614G,BA.4/5,5.86,,5.86,9527,1627,,,,,,,,,,,Vacc + BA.2,,Vacc + BA.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,vacc+ba.2,Pseudovirus,VSV,Vero-E6
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,2*Pfizer,27,24,WT,BA.1,>>6.2,>>,6.2,124,20,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,2*Pfizer,27,24,WT,BA.2,>6.2,>,6.2,124,20,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,2*Pfizer,27,24,WT,BA.2.12.1,>>6.2,>>,6.2,124,20,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,2*Pfizer,27,24,WT,BA.4/5,>>6.2,>>,6.2,124,20,,,,,,,,,,,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,3*Pfizer,27,24,WT,BA.1,6.38,,6.38,5738,900,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,3*Pfizer,27,24,WT,BA.2,6.92,,6.92,5738,829,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,3*Pfizer,27,24,WT,BA.2.12.1,14,,14,5738,410,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,3*Pfizer,27,24,WT,BA.4/5,20.87,,20.87,5738,275,,,,,,,,,,,3*Pfizer,,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,2/3 mRNA + BA.1/BA.2 Inf,27,21,WT,BA.1,6.35,,6.35,11050,1740,,,,,,,,,,,2/3 mRNA + BA.1/BA.2 Inf,,2/3 mRNA + BA.1/BA.2 Inf,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,2/3 mRNA + BA.1/BA.2 Inf,27,21,WT,BA.2,5.79,,5.79,11050,1910,,,,,,,,,,,2/3 mRNA + BA.1/BA.2 Inf,,2/3 mRNA + BA.1/BA.2 Inf,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,2/3 mRNA + BA.1/BA.2 Inf,27,21,WT,BA.2.12.1,9.61,,9.61,11050,1150,,,,,,,,,,,2/3 mRNA + BA.1/BA.2 Inf,,2/3 mRNA + BA.1/BA.2 Inf,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Pseudovirus,293T
Barouch2,https://www.medrxiv.org/content/10.1101/2022.05.16.22275151v1.full.pdf,n,n,2022.05.19,USA,Pseudovirus,HEK293T,2/3 mRNA + BA.1/BA.2 Inf,27,21,WT,BA.4/5,18.73,,18.73,11050,590,,,,,,,,,,,2/3 mRNA + BA.1/BA.2 Inf,,2/3 mRNA + BA.1/BA.2 Inf,vacc+ba.1,vacc+ba.1,vacc+ba.1,vacc+ba.1,Pseudovirus,Pseudovirus,293T
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,3*mRNA (3-4w post 3rd dose),15,13,WT,BA.1,4,,4,640,160,,,,,,,,,2,320,3*mRNA,3-4w post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,3*mRNA (3-4w post 3rd dose),15,13,WT,BA.2,4,,4,640,160,,,,,,,,,2,320,3*mRNA,3-4w post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
Stiasny,https://europepmc.org/article/ppr/ppr482009,n,n,2022.04.13,Austria,Live-virus,Vero-E6,3*mRNA (3m post 3rd dose),15,13,WT,BA.1,4,,4,160,40,,,,,,,,,1.3,120,3*mRNA,3m post 3rd dose,3*mRNA,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6
